Zfp182,Gm3258
Zfp182,Zfp595
Zfp182,Glis2
Zfp182,Rbpjl
Zfp182,E2f2
Zfp182,Chek2
Zfp182,Stra13
Zfp182,Ttf2
Zfp182,Foxo4
Zfp182,Crebrf
Zfp182,Prkcq
Zfp182,Zfat
Zfp182,Zfp92
En1,Hoxa4
En1,Foxn4
En1,Hoxd12
En1,Vgll1
En1,Nr0b1
En1,Nkx1-2
En1,Zfy1
En1,Myod1
Tead3,Wtip
Tead3,Notch3
Tead3,Prdm16
Tead3,Ntn4
Tead3,Prrx1
Tead3,Aff1
Tead3,Tcea3
Tead3,Rfx2
Tead3,Sall3
Tead3,Limd1
Tead3,Pdx1
Tead3,Grhl1
Tead3,Gm4745
Tead3,Fzd7
Tead3,AA987161
Tead3,Vgll3
Pou6f2,Neurod6
Pou6f2,Lmo4
Pou6f2,Ovol2
Pou6f2,Cfl1
Pou6f2,Barhl2
Pou6f2,Trp73
Pou6f2,Tbr1
Pou6f2,Ssbp3
Pou6f2,Atl1
Pou6f2,Apbb1
Pou6f2,Ldb2
Pou6f2,Hn1
Pou6f2,Me1
Pou6f2,Hey1
Pou6f2,Rxrg
Pou6f2,Dmrtc1a
Pou6f2,Ncam2
Pou6f2,Twist2
Pou6f2,Grhl1
Pou6f2,Supt4a
Pou6f2,Tcea2
Pou6f2,Zfp296
Pou6f2,Ebf3
Pou6f2,Lhx1
Pou6f2,Foxo6
Pou6f2,Foxp4
Pou6f2,Foxb1
Nfix,Zbtb16
Nfix,Hivep2
Nfix,Nfib
Nfix,Sub1
Nfix,Mn1
Nfix,Foxp1
Nfix,Klf9
Nfix,Mapt
Nfix,Mkl2
Nfix,Rora
Nfix,Celsr2
Nfix,Neurod2
Nfix,Satb2
Nfix,Hmgb1
Nfix,Hdac9
Nfix,Mef2c
Nfix,Atxn1
Nfix,Tbr1
Nfix,Atl1
Nfix,Apbb1
Nfix,Emx1
Nfix,Mpp2
Nfix,Neurod1
Nfix,Mlf2
Nfix,Nr2f1
Nfix,Pknox2
Nfix,Egr1
Nfix,Srebf2
Nfix,Ovol2
Nfix,Nr4a1
Nfix,Neurod6
Nfix,Myt1l
Nfix,Purb
Nfix,Prox1
Nfix,Klf10
Nfix,Bhlhe22
Nfix,Ncam2
Nfix,Grm5
Nfix,Pgr
Nfix,Cited4
Nfix,Ssbp3
Nfix,Hlf
Nfix,Bcl11a
Nfix,Mef2d
Nfix,Mapk8ip1
Nfix,Tef
Nfix,Ing2
Nfix,Zfp148
Thra,Morf4l2
Thra,Hap1
Thra,Morf4l1
Thra,Foxb1
Thra,Myt1l
Thra,Rnf14
Thra,Aes
Thra,Tcf25
Thra,H1fx
Thra,Smarca2
Thra,Ndn
Thra,Foxo6
Thra,Hp1bp3
Thra,Terf2ip
Thra,Hnrnpab
Thra,Klf5
Thra,Supt5
Thra,Rac3
Thra,Foxp4
Thra,Safb
Thra,Tfdp1
Thra,Mycl
Thra,Kat7
Thra,Keap1
Thra,Actr8
Thra,Cited1
Thra,Deaf1
Thra,Zfp2
Efemp1,Aebp1
Efemp1,Msx1
Efemp1,Foxc1
Efemp1,Prrx2
Efemp1,Foxd1
Efemp1,Zic1
Efemp1,Snai1
Efemp1,Tbx18
Efemp1,Alx3
Efemp1,Junb
Efemp1,Foxd2
Efemp1,Zfhx4
Efemp1,Ror2
Efemp1,Zic2
Efemp1,Musk
Efemp1,Bmp2
Efemp1,Tfap2b
Efemp1,Notch2
Efemp1,Alx4
Efemp1,Tcf12
Efemp1,Nfe2l2
Efemp1,Zic5
Efemp1,Wnt5a
Efemp1,Foxc2
Efemp1,Twist1
Efemp1,Six1
Efemp1,Cebpd
Efemp1,Spp1
Efemp1,Twist2
Efemp1,Prrx1
Efemp1,Glmp
Efemp1,Tram1
Efemp1,Tec
Efemp1,Nr1h3
Efemp1,Hdac1
Efemp1,Creb3l1
Efemp1,Hic1
Efemp1,Irf3
Efemp1,Prdm6
Efemp1,Elf1
Efemp1,Vsx1
Efemp1,Bcl3
Efemp1,Cdk4
Efemp1,Foxl1
Efemp1,Six5
Efemp1,Nr1h4
Neurog3,Tbx21
Neurog3,Nr2e3
Neurog3,Gm21994
Neurog3,Hoxa1
Rasal3,Mlxipl
Rasal3,Zfp36
Rasal3,Tgfbr1
Rasal3,Spi1
Rasal3,Irf5
Rasal3,Cebpa
Rasal3,Irf8
Rasal3,Hesx1
Rasal3,Hcls1
Rasal3,Zfhx3
Rasal3,Runx1
Rasal3,Zfp69
Rasal3,Creg1
Rasal3,Nfkb1
Rasal3,Junb
Rasal3,Sall1
Rasal3,Mafb
Rasal3,Hlx
Rasal3,Ikzf1
Rasal3,Hist1h1d
Rasal3,Tfe3
Rasal3,Cklf
Rasal3,Ccdc88b
Rasal3,Hist1h1e
Rasal3,Mef2a
Rasal3,Fos
Rasal3,Tec
Rasal3,Rest
Rasal3,Lyl1
Rasal3,Rreb1
Rasal3,Nfatc1
Rasal3,Jmjd1c
Rasal3,Sox4
Rasal3,Mlxip
Rasal3,Creb1
Rasal3,Pknox1
Rasal3,Pou2f2
Rasal3,Prdm9
Rasal3,Hebp1
Smad5,Zfp691
Smad5,Rest
Smad5,Foxn3
Smad5,Ncoa3
Smad5,Elk4
Smad5,E2f2
Smad5,Trp53inp1
Smad5,Stat3
Smad5,Hoxd10
Smad5,Prdm1
Crebbp,Rorb
Crebbp,Hivep2
Crebbp,Atxn1
Crebbp,Kmt2a
Crebbp,Pura
Crebbp,Gatad2b
Crebbp,Mapt
Crebbp,Cux2
Crebbp,Purb
Crebbp,Celsr2
Crebbp,Nr2f1
Crebbp,Zfp445
Crebbp,Sfpq
Crebbp,Zbtb7a
Crebbp,Usf2
Crebbp,Smad3
Crebbp,Zfhx2
Crebbp,Atf7ip
Crebbp,Trrap
Crebbp,Hdac7
Crebbp,Clock
Crebbp,Rai1
Crebbp,Grm5
Crebbp,Nsd1
Crebbp,Ncoa2
Crebbp,Kat6b
Crebbp,Zbtb16
Crebbp,Zfp703
Crebbp,Myt1l
Crebbp,Ubp1
Crebbp,Ralgapa1
Crebbp,Pknox2
Crebbp,Rere
Crebbp,Whsc1
Crebbp,Foxg1
Crebbp,Tcf20
Crebbp,Foxo3
Crebbp,Setd7
Crebbp,Ncor1
Hif1a,Zfp473
Hif1a,Kdm1a
Hif1a,Mycl
Hif1a,Kat7
Hif1a,Zscan12
Hif1a,Keap1
Hif1a,Obox2
Hif1a,Gm20806
Suz12,Hsf3
Suz12,Nfatc3
Suz12,Phf2
Suz12,Zfp558
Suz12,Msx3
Suz12,Cdca7l
Suz12,Zfp810
Onecut1,Myod1
Onecut1,Helt
Onecut1,Nr4a2
Onecut1,Rbp3
Onecut1,Hoxa7
Onecut1,Cebpe
Onecut1,Sim2
Ubp1,Kmt2a
Ubp1,Zbtb7a
Ubp1,Atxn1
Ubp1,Zfp445
Ubp1,Pura
Ubp1,Trrap
Ubp1,Sfpq
Ubp1,Gatad2b
Ubp1,Ralgapa1
Ubp1,Whsc1
Ubp1,Crebbp
Ubp1,Nr2f1
Ubp1,Zfhx2
Ubp1,Paxbp1
Ubp1,Phf20l1
Ubp1,Trerf1
Ubp1,Mtf2
Ubp1,Ncor1
Ubp1,Rreb1
Ubp1,Arnt
Ubp1,Whsc1l1
Ubp1,Tcf20
Ubp1,Nsd1
Ubp1,Setd7
Ubp1,Rere
Ubp1,Usf2
Kat8,Ccar2
Kat8,Pogk
Kat8,Zfp882
Kat8,Dmrt3
Kat8,Zfp558
Kat8,Med17
Kat8,Zfp1
Kat8,Foxr2
Bhlhe41,Dbx1
Bhlhe41,Hoxd4
Bhlhe41,Hes2
Bhlhe41,Foxi1
Bhlhe41,Runx3
Bhlhe41,Gata3
Bhlhe41,Lhx5
Bhlhe41,Nrl
Bhlhe41,Sfmbt1
Bhlhe41,Prdm12
Bhlhe41,Ago2
Bhlhe41,Nfkb2
Bhlhe41,Yy2
Bhlhe41,Scrt2
Bhlhe41,Zfp14
Bhlhe41,Kdm3b
Bhlhe41,Prdm9
Bhlhe41,Esr1
Bhlhe41,Nfya
Bhlhe41,Mterf1b
Bhlhe41,Nos2
Bhlhe41,Zfp93
Hoxb5,Olig3
Hoxb5,Nr0b2
Hoxb5,Irx2
Hoxb5,Ovol3
Hoxb5,Hoxa4
Hoxb5,Mesp1
Hoxb5,Pitx2
Deaf1,Tcf25
Deaf1,Aes
Deaf1,Rnf14
Deaf1,Tfdp1
Deaf1,Supt5
Deaf1,Hnrnpab
Deaf1,Terf2ip
Deaf1,Thra
Deaf1,Rnf6
Deaf1,Rxrb
Deaf1,Spty2d1
Deaf1,Hoxd13
Deaf1,Gata6
Deaf1,Zfp367
Deaf1,Rslcan18
Deaf1,Gfi1b
Zfp763,Sox14
Zfp763,Ovol1
Zfp763,Shox2
Zfp763,Prdm11
Zfp763,Zfp101
Zfp763,Hinfp
Klf10,Chn1
Klf10,Neurod2
Klf10,Klf9
Klf10,Neurod6
Klf10,Apbb1
Klf10,Atl1
Klf10,Lmo4
Klf10,Mkl2
Klf10,Foxp1
Klf10,Mlf2
Klf10,Tbr1
Klf10,Egr1
Klf10,Satb2
Klf10,Ovol2
Klf10,Ldb2
Klf10,Hivep2
Klf10,Mef2c
Klf10,Bhlhe40
Klf10,Ssbp3
Klf10,Emx1
Klf10,Hmgb1
Klf10,Hn1
Klf10,Cfl1
Klf10,Neurod1
Klf10,Skil
Klf10,Etv5
Klf10,Me1
Klf10,Nlk
Klf10,Ctnnb1
Klf10,Nr4a1
Klf10,Mapk8ip1
Klf10,Mef2d
Klf10,Arntl
Klf10,Srebf2
Klf10,Ing2
Klf10,Hey1
Klf10,Celsr2
Klf10,Sbno1
Klf10,Egr2
Klf10,Cirh1a
Klf10,Cbfa2t3
Klf10,Add1
Klf10,Hcfc2
Klf10,Bhlhe22
Klf10,Nfix
Klf10,E2f1
Klf10,Mpp2
Klf10,Npas2
Klf10,Cds1
Klf10,Emb
Nfat5,Trps1
Nfat5,Pou2f1
Nfat5,Zkscan3
Nfat5,Zic5
Nfat5,Zfp595
Nfat5,Hdac7
Nfat5,Etv6
Nfat5,Irf3
Nfat5,Setd2
Nfat5,Zfp280d
Nfat5,Atf7ip
Nfat5,Ttf1
Nfat5,Asxl2
Nfat5,Bach1
Nfat5,Stat2
Nfat5,Ep300
Mzf1,Zfp1
Zkscan1,Tbx4
Zkscan1,Zfp82
Zkscan1,Ovol1
Zkscan1,Barhl2
Zkscan1,Zfp12
Zkscan1,Daxx
Zkscan1,Zfp78
