,0
F2S4_160126_007_B01,1220231
F2S4_160126_007_C01,1163606
F2S4_160126_007_D01,1464753
F2S4_160126_007_E01,1327909
F2S4_160126_007_F01,1508458
F2S4_160126_007_G01,1297164
F2S4_160126_007_H01,1359709
F2S4_160126_015_A01,1224727
F2S4_160126_015_B01,1384645
F2S4_160126_015_C01,1433365
F2S4_160126_015_D01,1392159
F2S4_160126_015_E01,1247496
F2S4_160126_015_F01,1152815
F2S4_160126_015_G01,1361887
F2S4_160126_015_H01,1440841
F2S4_160126_016_A01,782275
F2S4_160126_016_B01,1411379
F2S4_160126_016_C01,1488097
F2S4_160126_016_D01,1408942
F2S4_160126_016_E01,1466988
F2S4_160126_016_F01,1355941
F2S4_160126_016_G01,1491958
F2S4_160126_016_H01,1446277
F2S4_160126_019_A01,954964
F2S4_160126_019_B01,1144477
F2S4_160126_019_C01,1377412
F2S4_160126_019_D01,1173351
F2S4_160126_019_E01,1352257
F2S4_160126_019_F01,1453962
F2S4_160126_019_G01,1340630
F2S4_160126_019_H01,1465406
F2S4_160126_020_A01,1316633
F2S4_160126_020_B01,1345190
F2S4_160126_020_C01,1309764
F2S4_160126_020_D01,1385100
F2S4_160126_020_E01,1391017
F2S4_160126_020_F01,1427547
F2S4_160126_020_G01,1391047
F2S4_160126_020_H01,1473919
F2S4_160126_021_A01,1617520
F2S4_160126_021_B01,1469923
F2S4_160126_021_C01,1103497
F2S4_160126_021_D01,1554079
F2S4_160126_021_E01,1281764
F2S4_160126_021_F01,1315835
F2S4_160126_021_G01,1316865
F2S4_160126_021_H01,1281192
F2S4_160121_006_A01,1629015
F2S4_160121_006_B01,1224729
F2S4_160121_006_C01,1341376
F2S4_160121_006_D01,1723870
F2S4_160121_006_E01,1573909
F2S4_160121_006_F01,1365095
F2S4_160121_006_G01,1315328
F2S4_160121_006_H01,1662916
F2S4_160121_007_A01,1707228
F2S4_160121_007_B01,1356766
F2S4_160121_007_C01,1455420
F2S4_160121_007_D01,2319235
F2S4_160121_007_E01,1374614
F2S4_160121_007_F01,1369093
F2S4_160121_007_G01,1239296
F2S4_160121_007_H01,1211402
F2S4_160121_009_A01,1685813
F2S4_160121_009_B01,1215243
F2S4_160121_009_C01,1438552
F2S4_160121_009_D01,1360639
F2S4_160121_009_E01,1398543
F2S4_160121_009_F01,1223855
F2S4_160121_009_G01,1552631
F2S4_160121_009_H01,937682
F2S4_160121_016_A01,1217506
F2S4_160121_016_B01,1416484
F2S4_160121_016_C01,1294213
F2S4_160121_016_D01,1424649
F2S4_160121_016_E01,928587
F2S4_160121_016_F01,1547506
F2S4_160121_016_G01,1655174
F2S4_160121_016_H01,1872265
F2S4_160126_025_A01,660343
F2S4_160126_025_B01,1214014
F2S4_160126_025_C01,831914
F2S4_160126_025_D01,1246247
F2S4_160126_025_E01,540623
F2S4_160126_025_F01,1146639
F2S4_160126_025_G01,754562
F2S4_160126_025_H01,1194398
F2S4_160126_026_A01,866142
F2S4_160126_026_B01,718517
F2S4_160126_026_C01,974636
F2S4_160126_026_D01,1308531
F2S4_160126_026_E01,1154564
F2S4_160126_026_F01,901337
F2S4_160126_026_G01,621460
F2S4_160126_026_H01,967647
F2S4_160126_027_A01,925623
F2S4_160126_027_B01,843426
F2S4_160126_027_C01,1546185
F2S4_160126_027_D01,760589
F2S4_160126_027_E01,651462
F2S4_160126_027_G01,537297
F2S4_160126_027_H01,1141703
F2S4_160126_029_A01,1185412
F2S4_160126_029_B01,1583579
F2S4_160126_029_C01,1383116
F2S4_160126_029_D01,1674003
F2S4_160126_029_E01,1419445
F2S4_160126_029_F01,1589958
F2S4_160126_029_G01,1640666
F2S4_160126_029_H01,1423871
F2S4_160126_030_A01,1195769
F2S4_160126_030_B01,1443371
F2S4_160126_030_C01,1404352
F2S4_160126_030_D01,1273398
F2S4_160126_030_E01,1472165
F2S4_160126_030_F01,1372226
F2S4_160126_030_G01,1705880
F2S4_160126_030_H01,1783434
F2S4_160126_031_A01,1328120
F2S4_160126_031_B01,1218821
F2S4_160126_031_C01,869381
F2S4_160126_031_D01,1419314
F2S4_160126_031_E01,1330993
F2S4_160126_031_F01,1407731
F2S4_160126_031_G01,1241860
F2S4_160126_031_H01,1272581
F2S4_160126_032_A01,1670143
F2S4_160126_032_B01,1690765
F2S4_160126_032_C01,1651808
F2S4_160126_032_D01,1389122
F2S4_160126_032_E01,1366359
F2S4_160126_032_F01,1273914
F2S4_160126_032_G01,1730003
F2S4_160126_032_H01,1169676
F2S4_160216_002_A01,1133325
F2S4_160216_002_B01,1176784
F2S4_160216_002_C01,1258618
F2S4_160216_002_D01,1304142
F2S4_160216_002_E01,1285086
F2S4_160216_002_F01,1426234
F2S4_160216_002_G01,1249935
F2S4_160216_002_H01,1724322
F2S4_160216_006_A01,1308532
F2S4_160216_006_B01,1161219
F2S4_160216_006_C01,1151048
F2S4_160216_006_D01,1321482
F2S4_160216_006_E01,1361207
F2S4_160216_006_F01,1615443
F2S4_160216_006_G01,1258061
F2S4_160216_006_H01,1503686
F2S4_160216_007_A01,1557984
F2S4_160216_007_B01,1349457
F2S4_160216_007_C01,1382021
F2S4_160216_007_D01,1272798
F2S4_160216_007_E01,1474076
F2S4_160216_007_F01,1293693
F2S4_160216_007_G01,1183758
F2S4_160216_007_H01,1243343
F2S4_160217_001_A01,1773158
F2S4_160217_001_B01,1226464
F2S4_160217_001_C01,1176805
F2S4_160217_001_D01,1502715
F2S4_160217_001_E01,1186476
F2S4_160217_001_F01,1208483
F2S4_160217_001_G01,1305023
F2S4_160217_001_H01,1015295
F2S4_160217_002_A01,1503576
F2S4_160217_002_B01,1144543
F2S4_160217_002_C01,1165803
F2S4_160217_002_D01,1369191
F2S4_160217_002_E01,1347085
F2S4_160217_002_F01,1187558
F2S4_160217_002_G01,990283
F2S4_160217_002_H01,1543110
F2S4_160218_001_A01,1410946
F2S4_160218_001_B01,977469
F2S4_160218_001_C01,1518145
F2S4_160218_001_D01,1521891
F2S4_160218_001_E01,1100116
F2S4_160218_001_F01,863371
F2S4_160218_001_G01,1169026
F2S4_160218_001_H01,1178337
F2S4_160218_002_A01,1526878
F2S4_160218_002_B01,1539670
F2S4_160218_002_C01,1628512
F2S4_160218_002_D01,1453678
F2S4_160218_002_E01,1542097
F2S4_160218_002_F01,1148865
F2S4_160218_002_G01,1540815
F2S4_160218_002_H01,1563744
F2S4_160218_003_A01,1486585
F2S4_160218_003_B01,1004462
F2S4_160218_003_D01,1130941
F2S4_160218_003_E01,1664869
F2S4_160218_003_H01,1292956
F2S4_160219_001_F01,1042568
F2S4_160219_001_G01,1463063
F2S4_160219_001_H01,555543
F2S4_160219_002_A01,1221996
F2S4_160219_002_C01,1851257
F2S4_160219_002_F01,967000
F2S4_160219_002_G01,697845
F2S4_160219_003_A01,1268259
F2S4_160219_003_C01,835493
F2S4_160219_003_D01,1453144
F2S4_160219_003_F01,916297
F2S4_160219_003_G01,590925
F2S4_160219_003_H01,936134
F2S4_160126_008_A01,1674607
F2S4_160126_008_B01,1437175
F2S4_160126_008_C01,1392960
F2S4_160126_008_D01,1506599
F2S4_160126_008_E01,1537016
F2S4_160126_008_F01,1444214
F2S4_160126_008_G01,1559603
F2S4_160126_008_H01,1806688
F2S4_160126_009_A01,1690871
F2S4_160126_009_B01,1491840
F2S4_160126_009_C01,1753196
F2S4_160126_009_D01,1562491
F2S4_160126_009_E01,1542660
F2S4_160126_009_F01,1712026
F2S4_160126_009_G01,1547882
F2S4_160126_009_H01,1381771
F2S4_160126_010_A01,1589732
F2S4_160126_010_B01,1688806
F2S4_160126_010_C01,1428272
F2S4_160126_010_D01,1388392
F2S4_160126_010_E01,1768376
F2S4_160126_010_F01,1590105
F2S4_160126_010_G01,1336216
F2S4_160126_010_H01,1519475
F2S4_160126_022_A01,1883187
F2S4_160126_022_B01,1710371
F2S4_160126_022_C01,1600613
F2S4_160126_022_D01,1969551
F2S4_160126_022_E01,1432436
F2S4_160126_022_F01,2121381
F2S4_160126_022_G01,1057925
F2S4_160126_022_H01,1704237
F2S4_160126_028_A01,706644
F2S4_160126_028_B01,1094265
F2S4_160126_028_C01,1380152
F2S4_160126_028_D01,419109
F2S4_160126_028_E01,756285
F2S4_160126_028_F01,1081314
F2S4_160126_028_G01,837015
F2S4_160126_028_H01,1402982
F2S4_160126_033_A01,1556373
F2S4_160126_033_B01,2007466
F2S4_160126_033_C01,1709873
F2S4_160126_033_D01,1520284
F2S4_160126_033_E01,1817081
F2S4_160126_033_F01,1511009
F2S4_160126_033_G01,1435053
F2S4_160126_033_H01,1848361
F2S4_160126_034_A01,1902328
F2S4_160126_034_B01,1489971
F2S4_160126_034_C01,1713513
F2S4_160126_034_D01,1685528
F2S4_160126_034_E01,1349224
F2S4_160126_034_F01,1508521
F2S4_160126_034_G01,1746126
F2S4_160126_034_H01,1774741
F2S4_160126_035_A01,1467157
F2S4_160126_035_B01,1352851
F2S4_160126_035_C01,1701894
F2S4_160126_035_D01,1503090
F2S4_160126_035_E01,1380384
F2S4_160126_035_F01,1596464
F2S4_160126_035_G01,1215699
F2S4_160126_035_H01,1487368
F2S4_160127_001_A01,1704276
F2S4_160127_001_B01,1684982
F2S4_160127_001_C01,1768483
F2S4_160127_001_D01,1726589
F2S4_160127_001_E01,1670467
F2S4_160127_001_F01,1453301
F2S4_160127_001_G01,1549839
F2S4_160127_001_H01,1468667
F2S4_160127_002_A01,1645089
F2S4_160127_002_B01,1825262
F2S4_160127_002_C01,1836360
F2S4_160127_002_D01,1627023
F2S4_160127_002_E01,1781285
F2S4_160127_002_F01,1880916
F2S4_160127_002_G01,1481031
F2S4_160127_002_H01,1701090
F2S4_160127_007_A01,1454230
F2S4_160127_007_B01,1308663
F2S4_160127_007_C01,1447465
F2S4_160127_007_D01,1510226
F2S4_160127_007_E01,1322514
F2S4_160127_007_F01,1267845
F2S4_160127_007_G01,1153045
F2S4_160127_007_H01,1398700
F2S4_160210_015_A01,1205128
F2S4_160210_015_B01,1196385
F2S4_160210_015_C01,1414175
F2S4_160210_015_D01,1029431
F2S4_160210_015_E01,1295916
F2S4_160210_015_F01,1039688
F2S4_160210_015_G01,1151361
F2S4_160210_015_H01,1264185
F2S4_160216_001_A01,1261271
F2S4_160216_001_B01,1144585
F2S4_160216_001_C01,1187473
F2S4_160216_001_D01,1318049
F2S4_160216_001_E01,1369852
F2S4_160216_001_F01,1175688
F2S4_160216_001_G01,1221903
F2S4_160216_001_H01,1540849
F2S4_160219_010_A01,638786
F2S4_160219_010_B01,1039933
F2S4_160219_010_D01,749379
F2S4_160219_010_G01,1489369
F2S4_160219_010_H01,1022171
F2S4_160219_011_B01,1241343
F2S4_160219_011_E01,1174987
F2S4_160219_011_H01,1234567
F2S4_160224_001_A01,1283755
F2S4_160224_001_B01,943692
F2S4_160224_001_C01,1076846
F2S4_160224_001_D01,1205462
F2S4_160224_001_E01,1326987
F2S4_160224_001_F01,1126010
F2S4_160224_001_G01,959211
F2S4_160224_001_H01,1339432
F2S4_160224_002_A01,1195042
F2S4_160224_002_B01,1234365
F2S4_160224_002_C01,1201220
F2S4_160224_002_D01,974352
F2S4_160224_002_E01,834108
F2S4_160224_002_F01,1004781
F2S4_160224_002_G01,1237579
F2S4_160224_002_H01,1359150
F2S4_160229_001_A01,1312338
F2S4_160229_001_B01,1361054
F2S4_160229_001_C01,1342403
F2S4_160229_001_D01,1600414
F2S4_160229_001_E01,1346431
F2S4_160229_001_F01,1344386
F2S4_160229_001_G01,1191918
F2S4_160229_002_A01,1240296
F2S4_160229_002_B01,1327399
F2S4_160229_002_C01,1172333
F2S4_160229_002_D01,1245114
F2S4_160229_002_E01,1224962
F2S4_160229_002_F01,1294153
F2S4_160229_002_G01,1458993
F2S4_160229_002_H01,1294786
F2S4_160301_003_A01,1351675
F2S4_160301_003_B01,1187814
F2S4_160301_003_C01,1463625
F2S4_160301_003_D01,1268791
F2S4_160301_003_E01,1523171
F2S4_160301_003_F01,1385034
F2S4_160301_003_G01,1349461
F2S4_160301_003_H01,1173602
F2S4_160301_004_A01,1371942
F2S4_160301_004_B01,1488553
F2S4_160301_004_C01,1269132
F2S4_160301_004_D01,1296259
F2S4_160301_004_E01,1150094
F2S4_160301_004_F01,1337478
F2S4_160301_004_G01,1326470
F2S4_160301_004_H01,1089230
F2S4_160301_011_A01,1437083
F2S4_160301_011_B01,1067725
F2S4_160301_011_C01,1237170
F2S4_160301_011_D01,1478158
F2S4_160301_011_E01,1189034
F2S4_160301_011_F01,1294819
F2S4_160301_011_G01,1088357
F2S4_160301_011_H01,1325215
F2S4_160224_003_B01,1570346
F2S4_160224_003_C01,1376614
F2S4_160224_003_D01,981510
F2S4_160224_003_E01,1065424
F2S4_160224_003_F01,1364021
F2S4_160224_003_G01,920663
F2S4_160224_003_H01,1624078
F2S4_160225_001_A01,1498840
F2S4_160225_001_B01,1177937
F2S4_160225_001_C01,1145082
F2S4_160225_001_D01,1371296
F2S4_160225_001_E01,1669349
F2S4_160225_001_H01,1524100
F2S4_160225_004_A01,1671073
F2S4_160225_004_D01,1567182
F2S4_160225_004_E01,1107234
F2S4_160225_004_G01,1485353
F2S4_160225_004_H01,1556862
F2S4_160229_007_A01,1703872
F2S4_160229_007_B01,1239506
F2S4_160229_007_C01,1481594
F2S4_160229_007_D01,1384843
F2S4_160229_007_E01,1301662
F2S4_160229_007_F01,1280022
F2S4_160229_007_G01,1465660
F2S4_160229_007_H01,1642378
F2S4_160229_008_A01,1659480
F2S4_160229_008_B01,1447828
F2S4_160229_008_C01,1481488
F2S4_160229_008_D01,1585939
F2S4_160229_008_E01,1407696
F2S4_160229_008_F01,1248205
F2S4_160229_008_G01,1343927
F2S4_160229_008_H01,1557102
F2S4_160229_009_A01,1589283
F2S4_160229_009_B01,1467937
F2S4_160229_009_C01,1021708
F2S4_160229_009_D01,1579441
F2S4_160229_009_E01,1620842
F2S4_160229_009_F01,1125270
F2S4_160229_009_G01,1198041
F2S4_160229_009_H01,1221186
F2S4_160229_010_A01,1523088
F2S4_160229_010_B01,1309879
F2S4_160229_010_C01,1529243
F2S4_160229_010_D01,1813246
F2S4_160229_010_E01,1613599
F2S4_160229_010_F01,1600620
F2S4_160229_010_G01,1438038
F2S4_160229_010_H01,1699201
F2S4_160301_005_A01,1575589
F2S4_160301_005_B01,1313333
F2S4_160301_005_C01,1437367
F2S4_160301_005_D01,1276810
F2S4_160301_005_E01,1327117
F2S4_160301_005_F01,1093806
F2S4_160301_005_G01,1264412
F2S4_160301_005_H01,865631
F2S4_160301_006_A01,1690542
F2S4_160301_006_B01,1451529
F2S4_160301_006_C01,1346620
F2S4_160301_006_D01,1368829
F2S4_160301_006_E01,1549101
F2S4_160301_006_F01,1333238
F2S4_160301_006_G01,1268475
F2S4_160301_006_H01,1289215
F2S4_160301_009_A01,1645520
F2S4_160301_009_B01,1332669
F2S4_160301_009_C01,1489320
F2S4_160301_009_D01,2084042
F2S4_160301_009_E01,1838484
F2S4_160301_009_F01,1052342
F2S4_160301_009_G01,1223473
F2S4_160301_009_H01,1424124
F2S4_160301_010_A01,1406653
F2S4_160301_010_B01,1397607
F2S4_160301_010_C01,1289063
F2S4_160301_010_D01,1428689
F2S4_160301_010_E01,1351041
F2S4_160301_010_F01,1275205
F2S4_160301_010_G01,1207616
F2S4_160301_010_H01,1225631
F2S4_160126_036_A01,2004005
F2S4_160126_036_B01,1852943
F2S4_160126_036_C01,1828094
F2S4_160126_036_D01,2609913
F2S4_160126_036_E01,1983032
F2S4_160126_036_F01,2159328
F2S4_160126_036_G01,2133935
F2S4_160126_036_H01,1964605
F2S4_160127_003_A01,1932716
F2S4_160127_003_B01,1760481
F2S4_160127_003_C01,1922322
F2S4_160127_003_D01,2117564
F2S4_160127_003_E01,1516367
F2S4_160127_003_F01,1571684
F2S4_160127_003_G01,1813691
F2S4_160127_003_H01,1995878
F2S4_160127_004_A01,2130044
F2S4_160127_004_B01,1717371
F2S4_160127_004_C01,1352354
F2S4_160127_004_D01,1493037
F2S4_160127_004_E01,1633139
F2S4_160127_004_F01,1294346
F2S4_160127_004_G01,1860313
F2S4_160127_004_H01,1993423
F2S4_160127_005_A01,1800251
F2S4_160127_005_B01,1397718
F2S4_160127_005_C01,1512938
F2S4_160127_005_D01,1554621
F2S4_160127_005_E01,1062041
F2S4_160127_005_F01,1485691
F2S4_160127_005_G01,1619822
F2S4_160127_005_H01,1478645
F2S4_160127_008_A01,1445160
F2S4_160127_008_B01,1863591
F2S4_160127_008_C01,1465017
F2S4_160127_008_D01,1478537
F2S4_160127_008_E01,1393926
F2S4_160127_008_F01,1282865
F2S4_160127_008_G01,1363397
F2S4_160127_008_H01,1305944
F2S4_160127_009_A01,1510236
F2S4_160127_009_B01,1950922
F2S4_160127_009_C01,1444123
F2S4_160127_009_D01,1059582
F2S4_160127_009_E01,1582302
F2S4_160127_009_F01,1368031
F2S4_160127_009_G01,1516296
F2S4_160127_009_H01,1610710
F2S4_160127_013_A01,1820108
F2S4_160127_013_B01,1489998
F2S4_160127_013_C01,1593508
F2S4_160127_013_D01,1100818
F2S4_160127_013_E01,1683480
F2S4_160127_013_F01,1799332
F2S4_160127_013_G01,1550572
F2S4_160127_013_H01,1948039
F2S4_160127_014_A01,1708558
F2S4_160127_014_B01,1615831
F2S4_160127_014_C01,813643
F2S4_160127_014_D01,1866475
F2S4_160127_014_E01,1835927
F2S4_160127_014_F01,1593032
F2S4_160127_014_G01,1549638
F2S4_160127_014_H01,1634757
F2S4_160127_015_A01,2249001
F2S4_160127_015_B01,1770557
F2S4_160127_015_C01,1756353
F2S4_160127_015_D01,1968852
F2S4_160127_015_E01,1756521
F2S4_160127_015_F01,1568258
F2S4_160127_015_G01,1469283
F2S4_160127_015_H01,1749016
F2S4_160127_021_A01,2068639
F2S4_160127_021_B01,2028574
F2S4_160127_021_C01,1680443
F2S4_160127_021_D01,1935842
F2S4_160127_021_E01,1852681
F2S4_160127_021_F01,1285421
F2S4_160127_021_G01,2291932
F2S4_160127_021_H01,1760962
F2S4_160127_022_A01,2075981
F2S4_160127_022_B01,1854345
F2S4_160127_022_C01,1162689
F2S4_160127_022_D01,2520634
F2S4_160127_022_E01,2040229
F2S4_160127_022_F01,1708752
F2S4_160127_022_G01,1773918
F2S4_160127_022_H01,1827896
F2S4_160127_006_A01,2329319
F2S4_160127_006_B01,1765833
F2S4_160127_006_C01,1766149
F2S4_160127_006_D01,1911679
F2S4_160127_006_E01,1569274
F2S4_160127_006_F01,1573039
F2S4_160127_006_G01,1739262
F2S4_160127_006_H01,1806903
F2S4_160303_013_A01,1697211
F2S4_160303_013_B01,1636766
F2S4_160303_013_C01,1372678
F2S4_160303_013_D01,1575875
F2S4_160303_013_E01,1940979
F2S4_160303_013_F01,1574716
F2S4_160303_013_G01,1816185
F2S4_160303_013_H01,1301975
F2S4_160303_014_A01,2079811
F2S4_160303_014_B01,1715476
F2S4_160303_014_C01,1977245
F2S4_160303_014_D01,2127718
F2S4_160303_014_E01,1634317
F2S4_160303_014_F01,1363063
F2S4_160303_014_G01,1936916
F2S4_160303_014_H01,1397443
F2S4_160303_022_A01,1307839
F2S4_160303_022_B01,1169751
F2S4_160303_022_C01,1329992
F2S4_160303_022_D01,2005256
F2S4_160303_022_E01,1296538
F2S4_160303_022_F01,1219231
F2S4_160303_022_G01,2157223
F2S4_160303_022_H01,1297310
F2S4_160303_023_A01,1822281
F2S4_160303_023_C01,1704751
F2S4_160303_023_D01,1683832
F2S4_160303_023_E01,1672209
F2S4_160303_023_F01,2295215
F2S4_160303_023_G01,1421163
F2S4_160303_023_H01,1293644
F2S4_160304_001_A01,1879350
F2S4_160304_001_C01,1408865
F2S4_160304_001_D01,1841664
F2S4_160304_001_F01,917760
F2S4_160304_001_G01,1246718
F2S4_160304_001_H01,1642247
F2S4_160304_002_A01,1972725
F2S4_160304_002_C01,1330558
F2S4_160304_002_D01,1774782
F2S4_160304_002_E01,1533666
F2S4_160304_002_F01,1119013
F2S4_160304_002_G01,1517416
F2S4_160304_002_H01,1263198
F2S4_160304_005_A01,1684946
F2S4_160304_005_B01,1628590
F2S4_160304_005_C01,1590390
F2S4_160304_005_D01,1801581
F2S4_160304_005_E01,954140
F2S4_160304_005_F01,1523551
F2S4_160304_005_G01,2003663
F2S4_160304_005_H01,1598400
F2S4_160304_006_A01,1696647
F2S4_160304_006_B01,994740
F2S4_160304_006_C01,1289303
F2S4_160304_006_D01,1925607
F2S4_160304_006_E01,1275525
F2S4_160304_006_F01,1665712
F2S4_160304_006_G01,2102037
F2S4_160304_006_H01,1763688
F2S4_160304_009_A01,1897569
F2S4_160304_009_B01,1358468
F2S4_160304_009_C01,1439494
F2S4_160304_009_D01,1428750
F2S4_160304_009_E01,1587142
F2S4_160304_009_F01,1670290
F2S4_160304_009_G01,1693988
F2S4_160304_009_H01,1753969
F2S4_160304_010_A01,1900906
F2S4_160304_010_B01,1629422
F2S4_160304_010_C01,1738998
F2S4_160304_010_D01,2017784
F2S4_160304_010_E01,1384693
F2S4_160304_010_F01,1944122
F2S4_160304_010_G01,1522607
F2S4_160304_010_H01,1815724
F2S4_160128_001_A01,1391710
F2S4_160128_001_B01,1948294
F2S4_160128_001_C01,1775397
F2S4_160128_001_D01,2022786
F2S4_160128_001_E01,1657463
F2S4_160128_001_F01,1906368
F2S4_160128_001_G01,1697137
F2S4_160128_001_H01,1901487
F2S4_160128_002_A01,1814201
F2S4_160128_002_B01,1784079
F2S4_160128_002_C01,1579287
F2S4_160128_002_D01,1952925
F2S4_160128_002_E01,1697565
F2S4_160128_002_F01,1847603
F2S4_160128_002_G01,1835204
F2S4_160128_002_H01,1915574
F2S4_160128_007_A01,1642255
F2S4_160128_007_B01,1682777
F2S4_160128_007_C01,944701
F2S4_160128_007_D01,2043711
F2S4_160128_007_E01,1387404
F2S4_160128_007_F01,722693
F2S4_160128_007_G01,1616696
F2S4_160128_007_H01,1459865
F2S4_160128_008_B01,1492138
F2S4_160128_008_C01,795067
F2S4_160128_008_D01,2120621
F2S4_160128_008_E01,1721556
F2S4_160128_008_F01,2066880
F2S4_160128_008_G01,1174192
F2S4_160128_008_H01,1296447
F2S4_160303_018_A01,1393988
F2S4_160303_018_B01,1238234
F2S4_160303_018_C01,1373821
F2S4_160303_018_D01,1830061
F2S4_160303_018_E01,1572756
F2S4_160303_018_F01,1588796
F2S4_160303_018_G01,1154418
F2S4_160303_018_H01,1346884
F2S4_160303_019_A01,1369502
F2S4_160303_019_B01,1425028
F2S4_160303_019_C01,1234367
F2S4_160303_019_D01,1272311
F2S4_160303_019_E01,1577391
F2S4_160303_019_F01,1791800
F2S4_160303_019_G01,1558630
F2S4_160303_019_H01,1392876
F2S4_160303_020_A01,1557321
F2S4_160303_020_B01,1212524
F2S4_160303_020_C01,1323396
F2S4_160303_020_D01,1487051
F2S4_160303_020_E01,1363020
F2S4_160303_020_F01,1854077
F2S4_160303_020_G01,1568580
F2S4_160303_020_H01,1045731
F2S4_160303_021_A01,586485
F2S4_160303_021_B01,1516338
F2S4_160303_021_C01,1262170
F2S4_160303_021_D01,1263840
F2S4_160303_021_E01,1495534
F2S4_160303_021_F01,1377517
F2S4_160303_021_G01,1295409
F2S4_160303_021_H01,1224282
F2S4_160304_011_A01,2047668
F2S4_160304_011_B01,1564214
F2S4_160304_011_C01,1550921
F2S4_160304_011_D01,2127640
F2S4_160304_011_E01,1009841
F2S4_160304_011_F01,1479494
F2S4_160304_011_G01,1664018
F2S4_160304_020_A01,1354862
F2S4_160304_020_C01,1039525
F2S4_160304_020_D01,1456526
F2S4_160304_020_E01,1348308
F2S4_160304_020_F01,1386883
F2S4_160304_020_G01,1275331
F2S4_160304_020_H01,1609322
F2S4_160304_021_A01,2124840
F2S4_160304_021_B01,1602169
F2S4_160304_021_C01,1436935
F2S4_160304_021_D01,1562845
F2S4_160304_021_F01,1293812
F2S4_160304_021_G01,1704441
F2S4_160304_021_H01,1894323
F2S4_160128_017_A01,1923312
F2S4_160128_017_B01,2140769
F2S4_160128_017_C01,2143317
F2S4_160128_017_D01,1811309
F2S4_160128_017_E01,1689798
F2S4_160128_017_F01,2025619
F2S4_160128_017_G01,1930408
F2S4_160128_017_H01,2033361
F2S4_160128_018_A01,1921617
F2S4_160128_018_B01,1752937
F2S4_160128_018_C01,1728969
F2S4_160128_018_D01,1827943
F2S4_160128_018_E01,1869005
F2S4_160128_018_F01,1946689
F2S4_160128_018_G01,1672591
F2S4_160128_018_H01,1615068
F2S4_160128_021_A01,1543681
F2S4_160128_021_B01,1558245
F2S4_160128_021_C01,1807477
F2S4_160128_021_D01,1825551
F2S4_160128_021_E01,1336379
F2S4_160128_021_F01,1744268
F2S4_160128_021_G01,1892144
F2S4_160128_021_H01,1766532
F2S4_160128_022_A01,1486073
F2S4_160128_022_B01,1584038
F2S4_160128_022_C01,1724786
F2S4_160128_022_D01,1945150
F2S4_160128_022_E01,1586343
F2S4_160128_022_F01,2025785
F2S4_160128_022_G01,1816231
F2S4_160128_022_H01,1546297
F2S4_160128_023_A01,1108463
F2S4_160128_023_B01,1148677
F2S4_160128_023_C01,1575752
F2S4_160128_023_D01,1644166
F2S4_160128_023_E01,1761611
F2S4_160128_023_F01,1683639
F2S4_160128_023_G01,1828157
F2S4_160128_023_H01,1628004
F2S4_160129_003_A01,1108912
F2S4_160129_003_B01,1330497
F2S4_160129_003_C01,1150863
F2S4_160129_003_D01,1370585
F2S4_160129_003_E01,1368854
F2S4_160129_003_F01,1352636
F2S4_160129_003_G01,1686536
F2S4_160129_003_H01,1360991
F2S4_160129_004_A01,1250266
F2S4_160129_004_B01,1119594
F2S4_160129_004_C01,1061378
F2S4_160129_004_D01,1236781
F2S4_160129_004_E01,1308945
F2S4_160129_004_F01,1108891
F2S4_160129_004_G01,1360141
F2S4_160129_004_H01,1654853
F2S4_160129_005_A01,996204
F2S4_160129_005_B01,1408850
F2S4_160129_005_C01,1259596
F2S4_160129_005_D01,1281148
F2S4_160129_005_E01,1573069
F2S4_160129_005_F01,1668971
F2S4_160129_005_G01,1602563
F2S4_160129_005_H01,1554191
F2S4_160304_014_A01,1506204
F2S4_160304_014_C01,1517680
F2S4_160304_014_D01,2055794
F2S4_160304_014_F01,1197977
F2S4_160304_014_G01,1486529
F2S4_160304_014_H01,2012656
F2S4_160304_015_A01,1550542
F2S4_160304_015_B01,1086114
F2S4_160304_015_C01,1023555
F2S4_160304_015_D01,1083473
F2S4_160304_015_E01,885545
F2S4_160304_015_G01,1024552
F2S4_160304_015_H01,1777416
F2S4_160304_016_A01,2123315
F2S4_160304_016_B01,1803206
F2S4_160304_016_C01,1491920
F2S4_160304_016_D01,1474636
F2S4_160304_016_E01,1095778
F2S4_160304_016_F01,1324043
F2S4_160304_016_G01,1288460
F2S4_160304_016_H01,1148776
F2S4_160127_010_A01,2098555
F2S4_160127_010_B01,1717139
F2S4_160127_010_C01,4720676
F2S4_160127_010_D01,1650939
F2S4_160127_010_E01,1436771
F2S4_160127_010_F01,1490301
F2S4_160127_010_G01,1763768
F2S4_160127_010_H01,1640694
F2S4_160127_011_A01,1110293
F2S4_160127_011_B01,1074959
F2S4_160127_011_C01,2088457
F2S4_160127_011_D01,1449109
F2S4_160127_011_E01,1722125
F2S4_160127_011_F01,1505880
F2S4_160127_011_G01,1499877
F2S4_160127_011_H01,1761966
F2S4_160127_012_A01,1515165
F2S4_160127_012_B01,943471
F2S4_160127_012_C01,1534404
F2S4_160127_012_D01,1311370
F2S4_160127_012_E01,1435023
F2S4_160127_012_F01,1366572
F2S4_160127_012_G01,1171405
F2S4_160127_012_H01,1655660
F2S4_160127_023_A01,2146353
F2S4_160127_023_B01,1668879
F2S4_160127_023_C01,1709447
F2S4_160127_023_D01,1926005
