,0
F2S4_170203_023_G01,1776639
F2S4_170203_023_H01,1667086
F2S4_170203_024_A01,2091001
F2S4_170203_024_B01,1989688
F2S4_170203_024_C01,2210891
F2S4_170203_024_D01,1780556
F2S4_170203_024_E01,1775156
F2S4_170203_024_F01,1644808
F2S4_170203_024_G01,1688687
F2S4_170203_024_H01,1883120
F2S4_170203_025_A01,1876641
F2S4_170203_025_B01,1990853
F2S4_170203_025_C01,1845051
F2S4_170203_025_D01,1881571
F2S4_170203_025_E01,4572303
F2S4_170203_025_F01,1826468
F2S4_170203_025_G01,1874552
F2S4_170203_025_H01,2308198
F2S4_170203_026_A01,1786089
F2S4_170203_026_B01,1793153
F2S4_170203_026_C01,1478330
F2S4_170203_026_D01,1972262
F2S4_170203_026_E01,1855097
F2S4_170203_026_F01,1560084
F2S4_170203_026_G01,1806983
F2S4_170203_026_H01,2144420
F2S4_170207_001_A01,1577526
F2S4_170207_001_B01,1769473
F2S4_170207_001_C01,1731821
F2S4_170207_001_D01,1826178
F2S4_170119_005_A01,2026443
F2S4_170119_005_B01,1248303
F2S4_170119_005_C01,1066645
F2S4_170116_016_H01,2327510
F2S4_170209_001_A01,1902774
F2S4_170209_001_B01,2025173
F2S4_170209_001_C01,1718876
F2S4_170209_001_D01,1883371
F2S4_170209_001_E01,1797934
F2S4_170209_001_G01,2049305
F2S4_170209_001_H01,1929689
F2S4_170209_002_A01,1836383
F2S4_170209_002_B01,781070
F2S4_170209_002_C01,2595666
F2S4_170209_002_D01,1716469
F2S4_170209_002_E01,1506997
F2S4_170209_002_F01,1591660
F2S4_170209_002_G01,1437306
F2S4_170209_002_H01,1385552
F2S4_170209_003_A01,1486906
F2S4_170209_003_B01,1875969
F2S4_170209_003_C01,2043461
F2S4_170209_003_D01,1692950
F2S4_170209_003_E01,1389354
F2S4_170209_003_F01,1383132
F2S4_170209_003_G01,1887072
F2S4_170209_003_H01,1428900
F2S4_170210_001_A01,2129339
F2S4_170210_001_B01,1916681
F2S4_170210_001_C01,1974020
F2S4_170210_001_D01,1873476
F2S4_170210_001_E01,1952719
F2S4_170210_001_F01,2017557
F2S4_170210_001_G01,1760898
F2S4_170210_001_H01,1802141
F2S4_170210_002_A01,2047471
F2S4_170210_002_B01,2231990
F2S4_170210_002_C01,2256516
F2S4_170210_002_D01,1792491
F2S4_170210_002_E01,1566262
F2S4_170210_002_F01,1808326
F2S4_170210_002_G01,2035832
F2S4_170210_002_H01,1887545
F2S4_170210_003_A01,1946146
F2S4_170210_003_B01,2061259
F2S4_170210_003_C01,1896476
F2S4_170210_003_D01,1719651
F2S4_170210_003_E01,2303936
F2S4_170210_003_F01,1926977
F2S4_170210_003_G01,1729223
F2S4_170210_003_H01,1738275
F2S4_170210_004_A01,1546286
F2S4_170210_004_B01,2018093
F2S4_170210_004_C01,1927322
F2S4_170210_004_D01,1587664
F2S4_170210_004_E01,1809093
F2S4_170210_004_F01,1874785
F2S4_170210_004_G01,1967789
F2S4_170210_004_H01,1690244
F2S4_170210_011_A01,2027904
F2S4_170210_011_B01,1818642
F2S4_170210_011_C01,2152071
F2S4_170210_011_D01,1610796
F2S4_170210_011_E01,1877822
F2S4_170210_011_F01,2056910
F2S4_170210_011_G01,2064335
F2S4_170210_011_H01,1883330
F2S4_170210_012_A01,1822938
F2S4_170210_012_B01,2026362
F2S4_170210_012_C01,2077338
F2S4_170210_012_D01,1723295
F2S4_170210_012_E01,1835155
F2S4_170210_012_F01,1933107
F2S4_170210_012_G01,1996835
F2S4_170210_012_H01,1581717
F2S4_161010_017_A01,1539660
F2S4_161010_017_B01,1896041
F2S4_161010_017_C01,1545771
F2S4_161010_017_D01,1777960
F2S4_161010_017_E01,1693929
F2S4_161010_017_F01,1531664
F2S4_161010_017_G01,2023087
F2S4_161010_017_H01,1630249
F2S4_161011_007_A01,1686665
F2S4_161011_007_B01,1689786
F2S4_161011_007_C01,1714204
F2S4_161011_007_D01,1805642
F2S4_161011_007_E01,1968123
F2S4_161011_007_F01,1587122
F2S4_161011_007_G01,2096508
F2S4_161011_007_H01,1762062
F2S4_170209_004_A01,1802408
F2S4_170209_004_B01,2134889
F2S4_170209_004_C01,1433001
F2S4_170209_004_D01,1779721
F2S4_170209_004_E01,1457769
F2S4_170209_004_F01,1730539
F2S4_170209_004_H01,2025208
F2S4_170209_005_A01,1584929
F2S4_170209_005_B01,1901378
F2S4_170209_005_C01,1229166
F2S4_170209_005_D01,1825724
F2S4_170209_005_E01,1645374
F2S4_170209_005_F01,1451074
F2S4_170209_005_G01,1343744
F2S4_170209_006_A01,1126856
F2S4_170209_006_B01,1566001
F2S4_170209_006_C01,926317
F2S4_170209_006_D01,1388340
F2S4_170209_006_E01,1789826
F2S4_170209_006_F01,1117543
F2S4_170209_006_G01,1481419
F2S4_170209_006_H01,1398255
F2S4_170210_005_A01,2031487
F2S4_170210_005_B01,2061304
F2S4_170210_005_C01,1812314
F2S4_170210_005_D01,2001026
F2S4_170210_005_E01,2020775
F2S4_170210_005_F01,1879206
F2S4_170210_005_G01,2149286
F2S4_170210_005_H01,2077583
F2S4_170210_006_A01,1678380
F2S4_170210_006_B01,1869057
F2S4_170210_006_C01,2020221
F2S4_170210_006_D01,2117792
F2S4_170210_006_E01,1789071
F2S4_170210_006_F01,1564720
F2S4_170210_006_G01,1996084
F2S4_170210_006_H01,2016624
F2S4_170210_007_A01,1843211
F2S4_170210_007_B01,1993229
F2S4_170210_007_C01,1901418
F2S4_170210_007_D01,1798860
F2S4_170210_007_E01,2719921
F2S4_170210_007_F01,1896809
F2S4_170210_007_G01,2015418
F2S4_170210_007_H01,1961979
F2S4_170210_008_A01,2125750
F2S4_170210_008_B01,2053714
F2S4_170210_008_C01,1786514
F2S4_170210_008_D01,1870085
F2S4_170210_008_E01,1892618
F2S4_170210_008_F01,1808508
F2S4_170210_008_G01,2343335
F2S4_170210_008_H01,1985017
F2S4_170210_009_A01,1977538
F2S4_170210_009_B01,2104918
F2S4_170210_009_C01,1919494
F2S4_170210_009_D01,1940202
F2S4_170210_009_E01,1850862
F2S4_170210_009_F01,1638883
F2S4_170210_009_G01,2060050
F2S4_170210_009_H01,1935903
F2S4_170210_010_A01,1854237
F2S4_170210_010_B01,1931594
F2S4_170210_010_C01,1762662
F2S4_170210_010_D01,1963661
F2S4_170210_010_E01,1674230
F2S4_170210_010_F01,1758831
F2S4_170210_010_G01,2190992
F2S4_170210_010_H01,1991187
FJS4_170131_005_A01,1685553
FJS4_170131_005_B01,1727677
FJS4_170131_005_C01,2003137
FJS4_170131_005_D01,1676173
FJS4_170131_005_E01,1636884
FJS4_170131_005_F01,1913009
FJS4_170131_005_G01,1778149
FJS4_170130_001_A01,3890539
FJS4_170130_001_B01,3881504
FJS4_170130_001_C01,4059706
FJS4_170130_001_D01,3307285
FJS4_170130_001_E01,3989752
FJS4_170130_001_F01,3782447
FJS4_170130_001_H01,4199721
FJS4_170130_002_A01,2007876
FJS4_170130_002_B01,2071900
FJS4_170130_002_C01,2121196
FJS4_170130_002_D01,1800736
FJS4_170130_002_F01,2008841
FJS4_170130_002_G01,2005817
FJS4_170130_002_H01,2148295
FJS4_170130_003_B01,2024376
FJS4_170130_003_C01,2043343
FJS4_170130_003_D01,1367457
FJS4_170130_003_E01,1759449
FJS4_170130_003_F01,1861392
FJS4_170130_003_G01,1943893
FJS4_170130_003_H01,2007299
FJS4_170130_004_A01,1453189
FJS4_170130_004_B01,1707102
FJS4_170130_004_C01,2041263
FJS4_170130_004_E01,1916900
FJS4_170130_004_F01,2074902
FJS4_170130_004_G01,2082052
FJS4_170130_004_H01,2044937
FJS4_170131_006_A01,2048253
FJS4_170131_006_B01,2041504
FJS4_170131_006_C01,1758367
FJS4_170131_006_E01,2031531
FJS4_170131_006_F01,1791783
FJS4_170131_006_G01,1832803
FJS4_170131_006_H01,1270133
FJS4_170131_007_A01,2140707
FJS4_170131_007_B01,2025046
FJS4_170131_007_C01,1854110
FJS4_170131_007_D01,1284693
FJS4_170131_007_E01,2051313
FJS4_170131_007_F01,2049011
FJS4_170131_007_H01,2036370
FJS4_170131_008_B01,2052199
FJS4_170131_008_C01,2072373
FJS4_170131_008_D01,1749025
FJS4_170131_008_E01,1877708
FJS4_170131_008_F01,1916066
FJS4_170131_008_G01,2027681
FJS4_170131_008_H01,1936864
F2S4_170221_004_A01,1773711
F2S4_170221_004_B01,1888995
F2S4_170221_004_C01,1785973
F2S4_170221_004_D01,1910534
F2S4_170221_004_E01,2062278
F2S4_170221_004_F01,2038989
F2S4_170221_004_G01,1648214
F2S4_170221_004_H01,2005540
F2S4_170221_005_A01,1655545
F2S4_170221_005_B01,1885685
F2S4_170221_005_C01,1930482
F2S4_170221_005_D01,1983576
F2S4_170221_005_E01,2010014
F2S4_170221_005_F01,1883579
F2S4_170221_005_G01,1931186
F2S4_170221_005_H01,2004445
F2S4_170221_006_A01,1283080
F2S4_170221_006_B01,1658044
F2S4_170221_006_C01,2031309
F2S4_170221_006_D01,1791751
F2S4_170221_006_E01,1991245
F2S4_170221_006_F01,1712500
F2S4_170221_006_G01,1787187
F2S4_170221_006_H01,2083386
F2S4_170221_007_A01,2273640
F2S4_170221_007_B01,1816062
F2S4_170221_007_C01,912422
F2S4_170221_007_D01,1262710
F2S4_170221_007_E01,1167009
F2S4_170221_007_F01,2077467
F2S4_170221_007_G01,1155665
F2S4_170221_007_H01,1360318
F2S4_170221_008_A01,2224139
F2S4_170221_008_B01,2154250
F2S4_170221_008_C01,2043227
F2S4_170221_008_D01,2086281
F2S4_170221_008_E01,2307714
F2S4_170221_008_F01,1391001
F2S4_170221_008_G01,2105335
F2S4_170221_011_A01,2455236
F2S4_170221_011_B01,2048955
F2S4_170221_011_C01,1823849
F2S4_170221_011_D01,2169816
F2S4_170221_011_E01,1507502
F2S4_160706_065_A01,2231731
F2S4_170221_001_A01,2114601
F2S4_170221_001_B01,1934475
F2S4_170221_001_C01,2071094
F2S4_170221_001_D01,1949090
F2S4_170221_001_E01,2313476
F2S4_170221_001_F01,1923588
F2S4_170221_001_G01,1980852
F2S4_170221_002_A01,2135509
F2S4_170221_002_C01,1721513
F2S4_170221_002_D01,2021301
F2S4_170221_002_E01,1981426
F2S4_170221_002_F01,1941850
F2S4_170221_002_G01,1867293
F2S4_170221_002_H01,1827047
F2S4_170221_003_A01,2315776
F2S4_170221_003_B01,2277659
F2S4_170221_003_C01,1943220
F2S4_170221_003_D01,1885295
F2S4_170221_003_E01,2089077
F2S4_170221_003_F01,1929822
F2S4_170221_003_G01,1917984
F2S4_170221_003_H01,2049256
F2S4_160408_004_A01,1355235
F2S4_170221_009_A01,1362479
F2S4_170221_009_B01,615283
F2S4_170221_009_C01,1916929
F2S4_170221_009_E01,1644661
F2S4_170221_009_F01,2027532
F2S4_170221_009_G01,1821360
F2S4_170221_009_H01,2064933
F2S4_170221_010_A01,2341602
F2S4_170221_010_B01,2138047
F2S4_170221_010_C01,2016161
F2S4_170221_010_D01,1574487
F2S4_170221_010_E01,1840532
F2S4_170221_010_F01,1986260
F2S4_170221_010_G01,2136490
F2S4_170221_010_H01,1995303
F2S4_170302_001_A01,2243274
F2S4_170302_001_B01,2223694
F2S4_170302_001_C01,1987281
F2S4_170302_001_D01,1958730
F2S4_170302_001_E01,2071367
F2S4_170302_001_F01,2169448
F2S4_170302_001_G01,2194556
F2S4_170302_001_H01,2136015
F2S4_170302_002_A01,2501984
F2S4_170302_002_B01,2083879
F2S4_170302_002_C01,1845117
F2S4_170302_002_D01,2018179
F2S4_170302_002_E01,1909818
F2S4_170302_002_F01,2142619
F2S4_170302_002_G01,2036378
F2S4_170302_002_H01,2050279
F2S4_170302_003_A01,1975236
F2S4_170302_003_B01,2135032
F2S4_170302_003_C01,2134960
F2S4_170302_003_D01,1936852
F2S4_170302_003_E01,2009348
F2S4_170302_003_F01,2070372
F2S4_170302_003_G01,2286446
F2S4_170302_003_H01,2010541
F2S4_170302_008_A01,2446544
F2S4_170302_008_B01,2218250
F2S4_170302_008_C01,2270629
F2S4_170302_008_D01,2269889
F2S4_170302_008_E01,2382169
F2S4_170302_008_F01,2415195
F2S4_170302_008_G01,2165937
F2S4_170302_008_H01,2143406
F2S4_170302_009_A01,2160622
F2S4_170302_009_B01,2414965
F2S4_170302_009_C01,2249357
F2S4_170302_009_D01,2414437
F2S4_170302_009_E01,2253278
F2S4_170302_009_F01,2352284
F2S4_170302_009_G01,2453362
F2S4_170302_009_H01,1985430
F2S4_170302_010_A01,2343638
F2S4_170302_010_B01,2483191
F2S4_170302_010_C01,2165327
F2S4_170302_010_D01,2260205
F2S4_170302_010_E01,2334370
F2S4_170302_010_F01,2387565
F2S4_170302_010_G01,2326797
F2S4_170302_010_H01,2143158
F2S4_170302_004_A01,2423395
F2S4_170302_004_B01,2218186
F2S4_170302_004_C01,2444977
F2S4_170302_004_D01,2541171
F2S4_170302_004_E01,2831285
F2S4_170302_004_F01,2570603
F2S4_170302_004_G01,2345945
F2S4_170302_004_H01,2439963
F2S4_170302_005_A01,2354283
F2S4_170302_005_B01,2368811
F2S4_170302_005_C01,2297867
F2S4_170302_005_D01,2443900
F2S4_170302_005_E01,2714443
F2S4_170302_005_F01,2469991
F2S4_170302_005_G01,2378643
F2S4_170302_005_H01,2265605
F2S4_160614_009_F01,2535856
F2S4_160614_009_G01,2830996
F2S4_160614_009_H01,2440185
F2S4_160617_005_F01,1660798
F2S4_160617_005_G01,844844
F2S4_170302_006_A01,2531577
F2S4_170302_006_B01,2812096
F2S4_170302_006_C01,2434621
F2S4_170302_006_D01,2581611
F2S4_170302_006_F01,2749806
F2S4_170302_006_G01,2715694
F2S4_170302_006_H01,2444211
F2S4_170302_007_A01,2746110
F2S4_170302_007_B01,2815100
F2S4_170302_007_C01,2805724
F2S4_170302_007_D01,2694708
F2S4_170302_007_F01,2503089
F2S4_170302_007_G01,2670377
F2S4_170302_007_H01,2603655
F2S4_160815_002_A01,2269907
F2S4_160815_002_B01,2380910
F2S4_160815_002_C01,2561268
F2S4_170308_002_A01,1068622
F2S4_170308_002_B01,826774
F2S4_170308_002_C01,1328308
F2S4_170308_002_E01,1804773
F2S4_170308_002_F01,2248036
F2S4_170308_002_G01,1113264
F2S4_170308_002_H01,2192119
F2S4_170308_003_A01,1234948
F2S4_170308_003_B01,1698794
F2S4_170308_003_C01,1382787
F2S4_170308_003_D01,1518745
F2S4_170308_003_E01,1010793
F2S4_170308_003_F01,1726364
F2S4_170308_003_G01,1687897
F2S4_170308_003_H01,2070225
F2S4_170308_004_A01,2270988
F2S4_170308_004_B01,2127831
F2S4_170308_004_C01,1696160
F2S4_170308_004_D01,1936007
F2S4_170308_004_E01,1270782
F2S4_170308_004_F01,2428209
F2S4_170308_004_G01,1810308
F2S4_170308_004_H01,1877526
F2S4_170308_001_A01,1784554
F2S4_170308_001_B01,1725512
F2S4_170308_005_A01,1416937
F2S4_170307_001_A01,1254498
F2S4_170307_001_C01,1726861
F2S4_170307_001_D01,2044300
F2S4_160805_010_F01,2099532
F2S4_160805_010_G01,2102140
F2S4_160805_010_H01,2390521
F2S4_170209_007_D01,757864
F2S4_170209_007_E01,662734
F2S4_170209_007_F01,1717092
F2S4_170209_007_G01,2091637
F2S4_170209_007_H01,2084159
F2S4_170320_001_A01,1579367
F2S4_170320_001_B01,1894250
F2S4_170320_001_C01,1022549
F2S4_170320_001_D01,1017463
F2S4_170320_001_E01,1909227
F2S4_170320_001_F01,1544204
F2S4_170320_001_H01,1642663
F2S4_170320_002_A01,1773014
F2S4_170320_002_B01,1083943
F2S4_170320_002_C01,1084130
F2S4_170320_002_D01,1731372
F2S4_170320_002_E01,1058766
F2S4_170320_002_F01,1711526
F2S4_170320_002_G01,1346225
F2S4_170320_002_H01,1637036
F2S4_170320_003_A01,1096524
F2S4_170320_003_B01,1190855
F2S4_170320_003_C01,710761
F2S4_170320_003_D01,768055
F2S4_170320_003_E01,1160461
F2S4_170320_003_F01,743644
F2S4_170320_003_G01,1182615
F2S4_170320_003_H01,1901222
F2S4_170320_004_A01,1835802
F2S4_170320_004_B01,1212829
F2S4_170320_004_C01,1103927
F2S4_170320_004_D01,1829078
F2S4_170320_004_E01,1696695
F2S4_170320_004_F01,2057983
F2S4_170320_004_G01,620143
F2S4_170320_005_A01,1083303
F2S4_170320_005_B01,1430377
F2S4_170320_005_C01,1026934
F2S4_170320_005_D01,2095899
F2S4_170320_005_E01,1418840
F2S4_170320_005_F01,2151025
F2S4_170320_005_G01,1138677
F2S4_170320_005_H01,1313690
F2S4_170320_006_A01,1827552
F2S4_170320_006_B01,1410877
F2S4_170320_006_C01,1091099
F2S4_170320_006_D01,2066767
F2S4_170320_006_E01,1870508
F2S4_170320_006_F01,1837761
F2S4_170320_006_G01,1386591
F2S4_170320_006_H01,1860802
F2S4_170320_007_A01,1772018
F2S4_170320_007_B01,1261693
F2S4_170320_007_C01,1453832
F2S4_170320_007_D01,1107629
F2S4_170320_007_E01,1102085
F2S4_170320_007_F01,1184328
F2S4_170320_007_G01,1733678
F2S4_170320_007_H01,1308472
F2S4_170320_008_A01,1450439
F2S4_170320_008_B01,1816813
F2S4_170320_008_C01,1927696
F2S4_170320_008_D01,1432186
F2S4_170320_008_E01,1386673
F2S4_170320_008_F01,1832541
F2S4_170320_008_G01,2019839
F2S4_170320_008_H01,1926196
F2S4_170323_012_A01,1770218
F2S4_170323_012_B01,2289579
F2S4_170323_012_C01,1389887
F2S4_170323_012_D01,1381185
F2S4_170323_012_E01,1543101
F2S4_170323_012_F01,1315116
F2S4_170323_012_G01,1502056
F2S4_170323_012_H01,1566997
F2S4_170323_013_B01,1386439
F2S4_170323_013_C01,1401579
F2S4_170323_013_D01,1232178
F2S4_170323_013_E01,859524
F2S4_170323_013_F01,1102255
F2S4_170323_013_G01,1785072
F2S4_170323_013_H01,1320927
F2S4_170323_025_A01,1737199
F2S4_170323_025_B01,1424999
F2S4_170323_025_C01,1259113
F2S4_170323_025_D01,1459662
F2S4_170323_025_E01,1576576
F2S4_170323_025_F01,1564774
F2S4_170323_025_G01,1375926
F2S4_170323_025_H01,1503722
F2S4_160406_003_A01,1971041
F2S4_160406_003_B01,1982456
F2S4_160406_003_C01,1830334
F2S4_160406_003_D01,1988270
F2S4_160406_003_E01,1097161
F2S4_160610_004_A01,1110207
F2S4_160610_004_B01,1531028
F2S4_160610_004_C01,1090917
F2S4_170323_048_A01,1327608
F2S4_170323_048_B01,1135929
F2S4_170323_048_C01,1477187
F2S4_170323_048_D01,907204
F2S4_170323_048_E01,972894
F2S4_170323_048_F01,1590281
F2S4_170323_048_G01,1761330
F2S4_170323_048_H01,1366448
F2S4_170323_049_A01,932204
F2S4_170323_049_B01,1134220
F2S4_170323_049_C01,1356573
F2S4_170323_049_D01,1110793
F2S4_170323_049_E01,1929089
F2S4_170323_049_F01,1776445
F2S4_170323_049_G01,1327264
F2S4_170323_049_H01,1548330
F2S4_160411_001_B01,2172895
F2S4_160411_001_C01,2571808
F2S4_160411_001_D01,1964436
F2S4_160328_014_A01,2067317
F2S4_160328_014_B01,2067461
F2S4_160328_014_C01,1938628
F2S4_160328_014_D01,2070235
F2S4_170323_010_A01,2140781
F2S4_170323_010_C01,1351906
F2S4_170323_010_D01,1810914
F2S4_170323_010_E01,1993074
F2S4_170323_010_F01,1556307
F2S4_170323_010_G01,1461377
F2S4_170323_011_A01,1597128
F2S4_170323_011_B01,1661651
F2S4_170323_011_C01,1507472
F2S4_170323_011_D01,1595374
F2S4_170323_011_E01,1705832
F2S4_170323_011_F01,1950241
F2S4_170323_011_G01,1873870
F2S4_170323_011_H01,2016210
F2S4_170323_014_A01,1712603
F2S4_170323_014_B01,1828892
F2S4_170323_014_C01,1334816
F2S4_170323_014_D01,997739
F2S4_170323_014_E01,2064924
F2S4_170323_014_F01,1668630
F2S4_170323_014_G01,1876594
F2S4_170323_014_H01,1249216
F2S4_170323_015_B01,1332927
F2S4_170323_015_C01,1593309
F2S4_170323_015_D01,1579191
F2S4_170323_015_E01,1745396
F2S4_170323_015_F01,1690691
F2S4_170323_015_G01,1499051
F2S4_170323_015_H01,1506381
F2S4_170324_011_A01,1758533
F2S4_170324_011_B01,1673222
F2S4_170324_011_C01,1615489
F2S4_170324_011_D01,1511273
F2S4_170324_011_E01,1778023
F2S4_170324_011_H01,1950140
F2S4_170324_012_B01,2017115
F2S4_170324_012_C01,723047
F2S4_170324_012_D01,1820092
F2S4_170324_012_E01,1899272
F2S4_170324_012_F01,1509670
F2S4_170324_012_G01,1809858
F2S4_170324_012_H01,1853724
F2S4_170324_013_A01,1378208
F2S4_170324_013_B01,1251682
F2S4_170324_013_C01,1422527
F2S4_170324_013_D01,1571907
F2S4_170324_013_E01,1860132
F2S4_170324_013_F01,1780151
F2S4_170324_013_G01,1655978
F2S4_170324_013_H01,1872777
F2S4_170324_014_A01,1459212
F2S4_170324_014_B01,2123420
F2S4_170324_014_C01,1912987
F2S4_170324_014_D01,1447967
F2S4_170324_014_E01,1437063
F2S4_170324_014_F01,1620975
F2S4_170324_014_G01,2098790
F2S4_170324_014_H01,1676107
F2S4_170324_035_A01,1550913
F2S4_170324_035_B01,1101137
F2S4_170324_035_C01,1626740
F2S4_170324_035_D01,1221314
F2S4_170324_035_E01,1208968
F2S4_170324_035_F01,1421681
F2S4_170324_035_G01,1829502
F2S4_170324_035_H01,1230542
F2S4_170324_036_A01,1308067
F2S4_170324_036_C01,1905449
F2S4_170324_036_D01,1405230
F2S4_170324_036_G01,1726010
F2S4_170324_036_H01,1413318
F2S4_170324_037_A01,1699991
F2S4_170324_037_B01,1843391
F2S4_170324_037_C01,1323347
F2S4_170324_037_D01,1632776
F2S4_170324_037_E01,1762986
F2S4_170324_037_F01,1813179
F2S4_170324_037_G01,1516795
F2S4_170324_037_H01,1455059
F2S4_170324_038_A01,1655368
F2S4_170324_038_B01,1631320
F2S4_170324_038_C01,1863671
F2S4_170324_038_E01,1861087
F2S4_170324_038_F01,1795045
F2S4_170324_038_H01,1841526
F2S4_170323_035_A01,1351537
F2S4_170323_035_B01,2029094
F2S4_170323_035_D01,1946256
F2S4_170323_035_E01,1215804
F2S4_170323_035_F01,1308805
F2S4_170323_035_G01,1605867
F2S4_170323_036_B01,1893230
F2S4_170323_036_C01,1347701
F2S4_170323_036_E01,1295063
F2S4_170323_036_F01,1237382
F2S4_170323_036_H01,1478116
F2S4_170323_037_A01,1866307
F2S4_170323_037_B01,1267523
F2S4_170323_037_C01,695665
F2S4_170323_037_D01,1923105
F2S4_170323_037_E01,1984897
F2S4_170323_037_G01,633181
F2S4_170323_037_H01,1764336
F2S4_170323_038_A01,2043166
F2S4_170323_038_B01,1730054
F2S4_170323_038_C01,1848375
F2S4_170323_038_D01,1471305
F2S4_170323_038_E01,1939986
F2S4_170323_038_F01,1783952
F2S4_170323_038_G01,1553613
F2S4_170323_038_H01,1491636
F2S4_170323_059_A01,1714361
F2S4_170323_059_B01,1652404
F2S4_170323_059_D01,1446970
F2S4_170323_059_E01,899302
F2S4_170323_059_F01,1508695
F2S4_170323_059_G01,1682058
F2S4_170323_059_H01,1012158
F2S4_170323_060_A01,1811491
F2S4_170323_060_B01,1567201
F2S4_170323_060_C01,1286762
F2S4_170323_060_D01,1934172
F2S4_170323_060_E01,1303541
F2S4_170323_060_F01,1358131
F2S4_170323_060_G01,1856314
F2S4_170324_024_A01,1962729
F2S4_170324_024_C01,1146082
F2S4_170324_024_D01,753507
F2S4_170324_024_E01,1328830
F2S4_170324_024_F01,1077736
F2S4_170324_024_H01,1274189
F2S4_170324_025_A01,2345650
F2S4_170324_025_B01,1930823
F2S4_170324_025_C01,2033499
F2S4_170324_025_D01,1983866
F2S4_170324_025_E01,2049083
F2S4_170324_025_G01,1058582
F2S4_170324_025_H01,1576986
F2S4_170323_001_A01,1727274
F2S4_170323_001_B01,1811809
F2S4_170323_001_C01,1183226
F2S4_170323_001_D01,1608885
F2S4_170323_001_E01,1489527
F2S4_170323_001_F01,1921718
F2S4_170323_001_H01,1554782
F2S4_170323_002_B01,1684220
F2S4_170323_002_C01,2821949
F2S4_170323_002_D01,1245359
F2S4_170323_002_E01,1756130
F2S4_170323_002_F01,2155120
F2S4_170323_002_G01,1759517
F2S4_170323_003_A01,1929932
F2S4_170323_003_B01,1455802
F2S4_170323_003_C01,1467866
F2S4_170323_003_D01,1653386
F2S4_170323_003_E01,1464166
F2S4_170323_003_F01,1827706
F2S4_170323_003_G01,1595424
F2S4_170323_003_H01,1350038
F2S4_170323_016_A01,2936713
F2S4_170323_016_B01,2643831
F2S4_170323_016_D01,1774249
F2S4_170323_016_F01,1201172
F2S4_170323_016_G01,2185668
F2S4_170323_016_H01,1474800
F2S4_170323_017_B01,777884
F2S4_170323_017_C01,1887988
F2S4_170323_017_D01,906839
F2S4_170323_017_E01,1363422
F2S4_170323_017_F01,1158480
F2S4_170323_017_G01,1347490
F2S4_170323_017_H01,2291630
F2S4_170323_018_A01,3353509
F2S4_170323_018_B01,1572704
F2S4_170323_018_C01,1786310
F2S4_170323_018_D01,1010604
F2S4_170323_018_F01,2286767
F2S4_170323_018_G01,1706545
F2S4_170323_018_H01,804755
F2S4_170323_026_B01,2098692
F2S4_170323_026_C01,1380601
F2S4_170323_026_D01,1795555
F2S4_170323_026_E01,1837719
F2S4_170323_026_F01,1880151
F2S4_170323_026_G01,1285168
F2S4_170323_026_H01,1529830
F2S4_170323_027_A01,1630141
F2S4_170323_027_B01,2013441
F2S4_170323_027_D01,1860569
F2S4_170323_027_E01,1821268
F2S4_170323_027_F01,1245586
F2S4_170323_027_G01,1763278
F2S4_170323_027_H01,1861684
F2S4_170323_028_B01,1659030
F2S4_170323_028_C01,1600642
F2S4_170323_028_D01,1795295
F2S4_170323_028_E01,1651648
F2S4_170323_028_F01,1418854
F2S4_170323_028_G01,1240569
F2S4_170323_028_H01,1373021
F2S4_170323_051_A01,2073335
F2S4_170323_051_B01,1953748
F2S4_170323_051_C01,1154624
F2S4_170323_051_D01,1986325
F2S4_170323_051_E01,1930077
F2S4_170323_051_F01,1535131
F2S4_170323_051_G01,1994809
F2S4_170323_051_H01,1979965
F2S4_170323_052_A01,1647632
F2S4_170323_052_B01,1900362
F2S4_170323_052_C01,2127322
F2S4_170323_052_D01,1042593
F2S4_170323_052_E01,1872002
F2S4_170323_052_F01,1778413
F2S4_170323_052_G01,1678055
F2S4_170323_052_H01,1614600
F2S4_170324_001_A01,1780251
F2S4_170324_001_B01,1547526
F2S4_170324_001_C01,1065564
F2S4_170324_001_D01,1435193
F2S4_170324_001_E01,1346530
F2S4_170324_001_F01,1939611
F2S4_170324_001_H01,1780758
F2S4_170324_004_B01,1594244
F2S4_170324_004_C01,1284214
F2S4_170324_004_D01,1453617
F2S4_170324_004_E01,1235306
F2S4_170324_004_F01,1196690
F2S4_170324_004_G01,1486644
F2S4_170324_004_H01,1577447
F2S4_170324_015_A01,1280291
F2S4_170324_015_B01,1585069
F2S4_170324_015_C01,1579585
F2S4_170324_015_D01,1384005
F2S4_170324_015_E01,1335692
F2S4_170324_015_F01,1484014
F2S4_170324_015_G01,1362786
F2S4_170324_015_H01,1709627
F2S4_170324_016_A01,1855904
F2S4_170324_016_C01,1725976
F2S4_170324_016_E01,1763281
F2S4_170324_016_F01,1590475
F2S4_170324_016_G01,1554576
F2S4_170324_016_H01,1239258
F2S4_170323_039_A01,1299218
F2S4_170323_039_B01,1509471
F2S4_170323_039_C01,1140477
F2S4_170323_039_D01,1313663
F2S4_170323_039_E01,1098801
F2S4_170323_039_F01,1197353
F2S4_170323_039_G01,1427515
F2S4_170323_039_H01,1448157
F2S4_170323_040_A01,1575636
F2S4_170323_040_B01,1318936
F2S4_170323_040_C01,1239728
